Open,High,Low,Close,short_ma,long_ma,rsi,macd,macd_hist,macd_signal,Close_pct_change
2086.04,2095.83,2032.38,2034.88,2028.52,2976.04,53.03,22.6,31.68,-9.08,2.0
2070.24,2082.64,2046.71,2075.68,2020.2,2965.92,55.32,26.39,28.38,-1.99,2.0
2113.11,2159.08,2097.58,2116.24,2011.47,2955.63,57.53,32.3,27.43,4.87,2.0
2116.24,2168.42,2088.61,2168.24,2006.33,2945.24,60.24,40.7,28.67,12.03,2.0
2205.25,2232.66,2175.13,2220.6,2004.37,2934.97,62.82,51.0,31.17,19.83,-3.0
2183.07,2183.07,2129.07,2146.2,2001.92,2924.82,57.15,52.56,26.18,26.37,2.0
2102.61,2191.93,2089.23,2191.53,2000.85,2915.49,59.55,56.79,24.33,32.46,-1.0
2194.04,2215.37,2166.51,2173.57,1999.07,2905.44,58.16,58.03,20.46,37.57,1.0
2209.01,2210.45,2165.37,2198.77,1996.87,2895.96,59.58,60.35,18.22,42.13,-2.0
2162.3,2189.03,2141.43,2156.63,1995.85,2886.84,56.14,58.11,12.79,45.32,-1.0
2195.52,2197.03,2128.69,2128.86,1995.39,2877.33,53.93,53.49,6.53,46.96,-1.0
2130.74,2140.37,2097.36,2107.43,1993.87,2867.93,52.23,47.54,0.47,47.07,-1.0
2105.36,2105.38,2052.41,2081.92,1993.16,2859.13,50.19,40.31,-5.41,45.72,0.0
2086.98,2125.32,2077.5,2085.58,1992.01,2851.24,50.49,34.47,-9.0,43.47,4.0
2067.6,2171.22,2057.99,2166.44,1991.25,2843.24,56.66,35.96,-6.01,41.97,1.0
2170.01,2216.36,2167.72,2193.68,1990.65,2835.78,58.54,38.89,-2.47,41.35,0.0
2182.56,2205.65,2172.48,2198.88,1991.25,2828.48,58.91,41.15,-0.16,41.31,5.0
2201.45,2305.73,2198.14,2305.59,1996.31,2821.21,65.61,50.97,7.73,43.24,0.0
2319.18,2328.05,2291.91,2313.85,2004.11,2813.84,66.07,58.74,12.4,46.34,-3.0
2299.75,2299.75,2243.46,2243.48,2008.69,2805.75,58.83,58.55,9.76,48.78,2.0
2250.04,2282.19,2226.26,2282.02,2014.89,2797.91,61.33,60.8,9.61,51.19,-1.0
2281.18,2282.43,2242.86,2251.03,2021.09,2789.9,58.27,59.4,6.57,52.83,-3.0
2239.92,2239.92,2170.58,2175.54,2026.79,2781.98,51.51,51.61,-0.98,52.59,-4.0
2136.95,2137.67,2077.98,2084.5,2029.45,2773.45,44.78,37.65,-11.95,49.6,1.0
2092.53,2140.07,2092.48,2110.49,2034.51,2764.76,46.91,28.36,-16.99,45.35,2.0
2131.12,2157.8,2101.26,2149.44,2040.9,2756.25,50.03,23.86,-17.19,41.05,0.0
2164.7,2174.16,2136.63,2155.93,2046.06,2747.72,50.55,20.59,-16.37,36.96,4.0
2167.31,2244.23,2167.24,2233.66,2052.16,2739.18,56.41,23.99,-10.38,34.36,-1.0
2239.86,2249.72,2204.88,2217.73,2058.15,2730.62,54.97,25.1,-7.41,32.51,2.0
