Open,High,Low,Close,short_ma,long_ma,rsi,macd,macd_hist,macd_signal,Close_pct_change
98.33,98.77,96.9,98.49,96.57,94.58,59.46,0.46,0.44,0.02,0.0
98.85,99.18,98.55,98.98,96.59,94.64,61.07,0.61,0.47,0.14,-1.0
98.14,99.17,97.28,97.89,96.57,94.7,55.76,0.63,0.39,0.24,2.0
98.68,99.9,98.28,99.52,96.59,94.76,61.2,0.77,0.42,0.34,4.0
102.0,107.33,100.42,103.09,96.67,94.83,69.92,1.15,0.65,0.5,-1.0
104.23,104.69,100.26,101.9,96.73,94.91,64.7,1.35,0.67,0.67,-1.0
102.39,104.2,99.35,100.58,96.75,94.97,59.4,1.38,0.56,0.81,-1.0
100.38,101.12,99.27,99.28,96.74,95.02,54.66,1.28,0.37,0.91,1.0
100.1,101.63,99.77,100.5,96.78,95.08,58.04,1.29,0.31,0.98,-2.0
101.5,102.16,98.48,98.48,96.79,95.14,51.22,1.12,0.11,1.01,3.0
98.87,102.4,98.55,101.7,96.85,95.2,59.41,1.23,0.18,1.06,1.0
102.0,102.76,101.18,102.38,97.01,95.27,60.9,1.36,0.24,1.12,-3.0
101.68,102.61,99.37,99.37,97.11,95.33,51.82,1.2,0.07,1.13,1.0
99.91,101.13,99.38,100.85,97.2,95.39,55.35,1.19,0.04,1.14,-3.0
100.2,100.25,97.65,98.26,97.23,95.44,48.64,0.95,-0.15,1.11,-4.0
98.52,98.69,93.68,94.67,97.16,95.48,41.18,0.47,-0.51,0.98,-3.0
94.5,95.6,91.19,91.36,97.02,95.5,35.74,-0.17,-0.92,0.75,3.0
90.32,95.93,88.86,94.31,96.94,95.53,42.97,-0.44,-0.95,0.51,4.0
95.64,99.45,95.64,98.0,96.95,95.57,50.48,-0.35,-0.69,0.34,-2.0
98.08,98.33,95.51,96.06,96.93,95.62,46.98,-0.44,-0.62,0.18,-1.0
96.75,97.17,94.65,94.83,96.9,95.67,44.85,-0.59,-0.62,0.03,1.0
93.61,96.15,92.69,95.5,96.88,95.72,46.28,-0.65,-0.55,-0.11,1.0
98.48,98.48,95.28,96.22,96.9,95.77,47.84,-0.64,-0.42,-0.21,-0.0
96.0,96.97,94.84,96.2,96.89,95.82,47.8,-0.62,-0.32,-0.3,-1.0
95.1,96.61,94.85,95.51,96.87,95.86,46.3,-0.65,-0.29,-0.37,2.0
95.31,98.26,95.31,97.79,96.92,95.91,51.67,-0.49,-0.1,-0.39,-1.0
98.0,98.75,96.28,96.93,96.95,95.96,49.66,-0.43,-0.03,-0.4,3.0
97.34,100.02,97.15,100.02,97.01,96.02,56.26,-0.12,0.22,-0.34,2.0
99.5,102.5,99.12,102.41,97.12,96.1,60.57,0.3,0.52,-0.21,-5.0
102.14,102.14,97.74,97.79,97.17,96.15,50.26,0.27,0.39,-0.12,2.0
98.61,99.78,98.51,99.71,97.23,96.23,53.78,0.39,0.41,-0.02,-1.0
99.71,99.71,98.35,98.65,97.3,96.29,51.61,0.4,0.33,0.07,0.0
99.78,100.33,98.98,99.14,97.38,96.35,52.56,0.44,0.3,0.14,-0.0
99.25,99.25,97.61,98.82,97.49,96.41,51.85,0.44,0.24,0.2,0.0
98.56,99.24,97.39,98.87,97.59,96.46,51.96,0.44,0.19,0.25,-0.0
98.86,99.23,97.81,98.39,97.67,96.5,50.75,0.39,0.12,0.28,-2.0
97.5,98.25,96.47,96.64,97.72,96.54,46.52,0.21,-0.05,0.26,1.0
96.9,98.4,96.71,97.51,97.8,96.58,48.8,0.14,-0.1,0.24,0.0
97.88,98.53,94.97,97.99,97.88,96.62,50.07,0.12,-0.09,0.21,-0.0
97.7,98.87,97.0,97.62,97.94,96.66,49.06,0.07,-0.11,0.19,2.0
98.65,100.16,98.37,99.64,98.02,96.71,54.46,0.2,0.01,0.19,2.0
99.23,101.57,98.73,101.34,98.11,96.78,58.45,0.43,0.19,0.24,-2.0
100.34,101.23,99.07,99.41,98.17,96.83,52.79,0.45,0.17,0.28,3.0
100.95,102.16,100.28,102.1,98.27,96.89,58.78,0.68,0.32,0.36,-1.0
101.86,103.39,100.83,101.19,98.41,96.94,56.18,0.77,0.33,0.44,-0.0
100.99,101.89,100.69,101.04,98.54,96.99,55.75,0.83,0.31,0.52,2.0
101.99,103.47,101.04,103.2,98.66,97.05,60.51,1.03,0.41,0.62,-1.0
103.81,104.01,102.09,102.35,98.76,97.1,57.87,1.12,0.4,0.72,3.0
102.3,105.12,102.28,104.96,98.92,97.16,63.18,1.38,0.52,0.85,1.0
105.11,107.0,104.42,105.72,99.06,97.23,64.58,1.62,0.62,1.01,1.0
105.59,106.89,103.81,106.79,99.23,97.31,66.51,1.89,0.7,1.18,2.0
106.85,108.75,106.49,108.49,99.42,97.39,69.37,2.2,0.82,1.39,0.0
108.15,109.86,108.06,108.74,99.64,97.48,69.78,2.45,0.85,1.6,-1.0
109.01,110.31,107.33,107.79,99.8,97.57,66.17,2.54,0.75,1.79,-1.0
107.11,107.48,106.64,106.95,99.88,97.65,63.06,2.51,0.58,1.93,2.0
107.55,109.9,107.05,109.0,100.02,97.75,67.12,2.62,0.55,2.07,-0.0
109.75,109.99,108.3,108.7,100.18,97.84,65.98,2.66,0.47,2.19,0.0
108.4,109.57,108.02,109.0,100.38,97.93,66.59,2.68,0.39,2.29,2.0
109.17,111.76,109.01,111.4,100.6,98.03,71.07,2.86,0.46,2.4,-1.0
110.97,112.0,109.85,110.74,100.84,98.12,68.36,2.91,0.41,2.5,1.0
111.6,113.74,111.44,111.88,101.04,98.22,70.46,3.01,0.41,2.6,-0.0
111.87,112.06,110.76,111.67,101.23,98.32,69.54,3.04,0.35,2.69,-1.0
111.97,112.11,109.57,110.7,101.46,98.41,65.32,2.95,0.21,2.74,-0.0
110.88,111.0,109.57,110.68,101.65,98.5,65.23,2.84,0.08,2.76,-1.0
111.68,111.68,108.57,109.93,101.89,98.59,61.86,2.67,-0.08,2.74,-1.0
109.87,111.04,108.21,109.01,102.17,98.67,57.92,2.43,-0.25,2.68,-3.0
108.46,108.99,106.0,106.16,102.47,98.75,47.75,1.98,-0.56,2.54,1.0
105.4,107.81,103.64,107.24,102.73,98.82,51.25,1.7,-0.67,2.37,-0.0
107.76,108.39,106.18,106.97,102.91,98.89,50.34,1.43,-0.75,2.18,1.0
106.16,108.9,103.33,108.02,103.15,98.96,53.76,1.29,-0.71,2.01,2.0
108.4,111.0,107.75,110.15,103.45,99.04,59.81,1.34,-0.53,1.87,-1.0
110.6,111.1,107.5,108.61,103.72,99.1,54.28,1.24,-0.51,1.75,1.0
108.12,109.74,108.1,109.24,103.98,99.17,56.07,1.2,-0.44,1.64,-1.0
109.01,110.06,107.86,108.24,104.22,99.22,52.55,1.07,-0.45,1.52,2.0
108.83,110.28,107.75,110.04,104.51,99.29,57.7,1.1,-0.34,1.44,-1.0
109.0,110.51,108.55,108.83,104.73,99.35,53.5,1.01,-0.34,1.35,1.0
110.06,110.85,108.78,110.12,104.99,99.42,57.08,1.04,-0.25,1.29,-1.0
108.0,110.72,108.0,109.4,105.18,99.48,54.56,0.99,-0.24,1.23,0.0
109.42,109.99,107.79,109.45,105.32,99.53,54.71,0.94,-0.23,1.17,-1.0
109.64,110.08,107.9,108.08,105.53,99.59,49.85,0.79,-0.31,1.1,-1.0
107.1,108.89,105.87,107.18,105.68,99.64,46.9,0.58,-0.41,0.99,2.0
105.98,110.74,105.98,109.35,105.89,99.7,53.97,0.59,-0.32,0.91,-1.0
109.38,110.38,107.65,108.73,106.08,99.76,51.85,0.54,-0.3,0.84,3.0
109.09,112.34,108.99,112.25,106.35,99.84,61.18,0.78,-0.05,0.83,-0.0
113.0,113.0,110.82,111.9,106.61,99.92,59.93,0.92,0.08,0.85,0.0
111.68,112.5,110.81,112.08,106.88,99.98,60.38,1.04,0.16,0.89,-1.0
113.0,113.0,110.04,111.37,107.18,100.05,57.65,1.07,0.15,0.92,-0.0
110.45,112.51,110.45,111.23,107.45,100.11,57.11,1.06,0.11,0.95,-1.0
111.3,111.7,108.26,109.87,107.69,100.15,51.94,0.94,-0.01,0.95,-1.0
109.18,109.73,108.28,108.28,107.9,100.19,46.64,0.71,-0.19,0.9,3.0
108.78,111.09,108.17,111.01,108.13,100.24,55.12,0.73,-0.13,0.87,-3.0
110.79,112.04,107.8,108.17,108.27,100.27,46.79,0.52,-0.28,0.8,0.0
108.51,109.8,107.22,108.24,108.44,100.3,47.0,0.35,-0.36,0.71,3.0
109.27,111.56,108.0,111.23,108.63,100.35,55.23,0.45,-0.2,0.66,1.0
110.65,112.93,109.91,112.0,108.84,100.4,57.08,0.59,-0.05,0.64,-1.0
113.12,113.5,110.13,110.67,109.04,100.43,53.01,0.58,-0.05,0.63,-1.0
111.45,111.93,109.77,109.78,109.17,100.47,50.42,0.5,-0.1,0.61,-1.0
109.34,110.71,108.96,109.12,109.3,100.51,48.52,0.38,-0.18,0.56,0.0
109.91,111.25,108.81,109.14,109.39,100.54,48.58,0.28,-0.22,0.5,1.0
109.1,110.52,107.78,110.37,109.48,100.58,52.44,0.3,-0.17,0.46,1.0
110.35,111.36,109.75,111.01,109.56,100.63,54.36,0.36,-0.08,0.44,-0.0
111.54,111.54,109.82,110.72,109.61,100.67,53.31,0.38,-0.05,0.43,-3.0
110.79,111.5,107.53,107.76,109.59,100.72,43.98,0.16,-0.22,0.37,1.0
108.01,109.7,107.32,108.31,109.6,100.78,45.87,0.02,-0.28,0.3,1.0
107.74,109.78,107.74,109.29,109.65,100.84,49.17,-0.0,-0.25,0.24,1.0
108.5,111.13,108.3,110.48,109.68,100.91,52.93,0.07,-0.14,0.21,-1.0
109.78,110.74,108.78,108.91,109.68,100.97,47.9,0.0,-0.17,0.17,-1.0
109.48,110.21,107.5,108.18,109.66,101.03,45.73,-0.11,-0.22,0.11,0.0
108.94,108.94,107.03,108.25,109.6,101.09,45.98,-0.19,-0.24,0.05,-0.0
108.82,108.82,106.33,107.72,109.54,101.14,44.3,-0.29,-0.28,-0.02,3.0
108.76,110.53,108.36,110.48,109.51,101.21,53.79,-0.15,-0.11,-0.04,1.0
110.01,111.68,110.01,111.28,109.5,101.27,56.13,0.03,0.06,-0.03,-2.0
111.0,111.46,108.9,109.53,109.48,101.33,50.16,0.03,0.04,-0.02,-2.0
109.3,109.43,107.54,107.72,109.42,101.38,44.84,-0.12,-0.08,-0.04,-1.0
107.56,108.84,106.35,106.78,109.36,101.42,42.34,-0.31,-0.21,-0.09,-1.0
106.31,107.25,105.26,105.26,109.28,101.46,38.58,-0.57,-0.38,-0.19,0.0
105.77,107.2,104.94,105.35,109.27,101.49,38.92,-0.77,-0.46,-0.3,2.0
105.49,108.81,104.71,107.93,109.28,101.54,47.96,-0.7,-0.32,-0.38,-1.0
107.23,107.37,105.63,106.5,109.27,101.57,44.07,-0.76,-0.3,-0.46,-0.0
107.36,107.94,104.93,106.26,109.24,101.61,43.43,-0.82,-0.28,-0.53,0.0
106.26,108.21,106.17,106.3,109.16,101.65,43.58,-0.85,-0.25,-0.59,2.0
106.88,108.77,106.42,108.53,109.16,101.7,51.17,-0.68,-0.07,-0.61,0.0
107.93,109.88,107.32,108.54,109.14,101.75,51.2,-0.55,0.05,-0.6,1.0
107.58,110.25,107.5,109.46,109.17,101.81,54.15,-0.36,0.19,-0.55,-1.0
110.12,110.12,107.15,108.09,109.13,101.86,49.37,-0.32,0.19,-0.5,-1.0
106.97,108.63,106.38,106.81,109.09,101.91,45.34,-0.38,0.1,-0.48,-1.0
106.11,107.1,105.16,105.86,109.0,101.96,42.56,-0.51,-0.02,-0.49,-4.0
105.97,107.12,101.93,102.15,108.86,101.98,33.84,-0.89,-0.33,-0.57,-0.0
102.65,104.33,101.07,101.88,108.71,102.0,33.31,-1.21,-0.51,-0.7,-1.0
97.01,102.18,90.44,101.02,108.57,102.03,31.59,-1.51,-0.65,-0.86,1.0
98.31,102.04,97.06,101.69,108.46,102.04,34.42,-1.68,-0.65,-1.02,4.0
102.74,106.81,102.11,105.9,108.39,102.08,48.76,-1.45,-0.34,-1.11,-0.0
107.07,107.07,104.97,105.49,108.32,102.13,47.67,-1.29,-0.15,-1.14,1.0
105.43,107.05,105.43,106.87,108.22,102.18,51.6,-1.04,0.08,-1.12,-0.0
107.02,107.47,105.9,106.44,108.11,102.23,50.33,-0.87,0.21,-1.07,0.0
106.92,108.45,106.27,106.53,108.0,102.29,50.6,-0.71,0.29,-1.0,1.0
105.31,108.35,104.6,107.92,107.93,102.35,54.75,-0.47,0.42,-0.89,0.0
108.17,109.8,106.87,108.12,107.86,102.4,55.34,-0.26,0.5,-0.77,2.0
108.15,110.15,106.01,109.78,107.86,102.47,59.94,0.03,0.64,-0.61,-2.0
109.35,109.66,107.14,107.77,107.85,102.54,52.84,0.11,0.57,-0.46,-2.0
108.72,108.72,105.18,105.6,107.74,102.58,46.44,-0.01,0.36,-0.37,0.0
104.95,106.94,104.62,105.83,107.7,102.63,47.17,-0.08,0.23,-0.32,-0.0
105.82,106.26,104.76,105.76,107.65,102.69,46.96,-0.14,0.14,-0.28,2.0
105.54,107.79,105.53,107.61,107.58,102.76,52.92,-0.04,0.19,-0.23,-0.0
108.06,108.06,106.6,107.21,107.48,102.81,51.57,0.0,0.19,-0.19,2.0
107.21,109.15,107.01,108.87,107.44,102.87,56.53,0.17,0.29,-0.11,-2.0
108.74,109.5,106.6,107.1,107.39,102.93,50.58,0.16,0.22,-0.06,-1.0
107.07,107.52,105.0,105.76,107.32,102.98,46.59,0.05,0.08,-0.04,1.0
106.76,108.0,105.81,107.34,107.29,103.03,51.46,0.08,0.09,-0.01,-0.0
106.61,107.32,105.85,107.07,107.22,103.08,50.61,0.08,0.08,0.01,-2.0
107.24,107.94,104.74,105.0,107.1,103.12,44.55,-0.08,-0.07,-0.01,0.0
105.27,105.51,103.17,105.12,106.99,103.15,44.96,-0.2,-0.15,-0.05,1.0
105.39,106.64,104.28,106.63,106.97,103.19,49.99,-0.16,-0.09,-0.07,-1.0
105.9,106.45,105.33,105.95,106.92,103.23,47.87,-0.19,-0.1,-0.1,-1.0
105.4,106.72,105.11,105.36,106.84,103.26,46.04,-0.26,-0.13,-0.13,-0.0
104.65,105.8,103.65,105.16,106.73,103.29,45.41,-0.32,-0.16,-0.17,-2.0
104.0,104.33,102.87,103.2,106.62,103.31,39.66,-0.53,-0.29,-0.24,1.0
103.27,104.0,102.41,104.0,106.54,103.33,42.84,-0.62,-0.3,-0.32,-0.0
102.6,104.09,102.13,103.72,106.44,103.36,42.01,-0.7,-0.31,-0.39,1.0
103.6,104.9,102.89,104.71,106.38,103.39,46.01,-0.68,-0.23,-0.45,-1.0
103.4,104.93,103.4,104.15,106.26,103.42,44.15,-0.71,-0.2,-0.5,-1.0
103.13,104.6,102.77,103.18,106.1,103.46,41.06,-0.79,-0.23,-0.56,-3.0
102.29,103.01,100.15,100.32,105.91,103.49,33.59,-1.08,-0.41,-0.66,1.0
100.06,101.7,99.37,101.66,105.79,103.52,39.17,-1.18,-0.42,-0.77,-1.0
102.0,102.18,100.12,100.45,105.66,103.53,36.21,-1.35,-0.47,-0.88,1.0
99.55,101.4,98.5,101.11,105.58,103.55,38.92,-1.41,-0.42,-0.99,-1.0
101.98,102.68,99.01,100.54,105.49,103.56,37.44,-1.49,-0.4,-1.09,-0.0
98.35,101.11,98.35,100.05,105.33,103.57,36.17,-1.57,-0.39,-1.19,1.0
101.75,101.75,99.91,101.55,105.23,103.59,42.61,-1.5,-0.25,-1.25,-1.0
101.84,103.25,100.71,100.71,105.12,103.61,40.16,-1.49,-0.2,-1.3,-1.0
100.85,101.85,98.45,100.05,104.99,103.63,38.31,-1.52,-0.18,-1.34,1.0
100.26,101.31,99.77,100.78,104.84,103.65,41.53,-1.47,-0.1,-1.37,1.0
101.27,102.29,100.0,102.0,104.71,103.68,46.55,-1.32,0.04,-1.36,-1.0
101.67,101.67,100.56,101.23,104.54,103.7,43.98,-1.24,0.09,-1.33,-1.0
101.6,101.6,99.9,100.04,104.38,103.72,40.28,-1.26,0.06,-1.32,0.0
100.38,100.89,99.76,100.18,104.25,103.75,40.91,-1.26,0.05,-1.31,-1.0
100.34,100.61,98.44,99.3,104.12,103.77,38.19,-1.3,0.0,-1.31,2.0
99.96,101.51,99.28,101.33,104.1,103.79,46.97,-1.17,0.11,-1.28,-1.0
101.22,102.0,100.03,100.21,104.07,103.8,43.31,-1.13,0.12,-1.25,-1.0
99.81,100.12,98.5,99.03,104.03,103.82,39.8,-1.19,0.05,-1.24,2.0
99.54,101.34,99.0,100.81,104.01,103.84,46.81,-1.08,0.13,-1.21,1.0
101.58,102.83,101.07,102.25,103.94,103.88,51.71,-0.86,0.27,-1.14,1.0
102.25,104.14,102.25,103.49,103.9,103.92,55.51,-0.59,0.44,-1.03,-0.0
103.4,104.21,102.56,103.11,103.82,103.97,54.1,-0.39,0.51,-0.9,-0.0
103.32,103.32,102.35,102.81,103.75,104.01,52.96,-0.26,0.51,-0.77,0.0
102.45,103.7,101.88,103.01,103.68,104.06,53.66,-0.14,0.51,-0.65,0.0
102.77,104.08,102.77,103.32,103.59,104.1,54.79,-0.02,0.5,-0.52,-0.0
104.18,104.18,101.91,103.11,103.49,104.15,53.83,0.06,0.47,-0.4,1.0
103.12,104.65,103.0,104.65,103.38,104.2,59.41,0.25,0.52,-0.27,-0.0
104.14,105.15,104.0,104.36,103.32,104.25,57.99,0.36,0.51,-0.15,2.0
105.69,106.46,105.09,106.24,103.33,104.31,64.0,0.6,0.6,0.0,0.0
106.16,106.6,104.81,106.57,103.34,104.36,64.95,0.81,0.64,0.16,-3.0
103.88,105.25,103.18,103.79,103.3,104.39,52.42,0.74,0.46,0.28,4.0
103.99,108.0,103.79,107.88,103.31,104.45,63.56,1.0,0.58,0.42,-1.0
107.17,107.53,105.87,106.6,103.3,104.51,58.91,1.1,0.54,0.56,1.0
106.89,107.98,106.19,107.63,103.27,104.57,61.36,1.24,0.54,0.69,-1.0
107.01,108.31,106.41,106.65,103.26,104.62,57.83,1.26,0.45,0.81,-1.0
106.31,107.08,105.55,105.89,103.27,104.66,55.18,1.2,0.31,0.89,0.0
106.15,107.29,105.59,106.04,103.24,104.71,55.61,1.15,0.21,0.94,2.0
105.76,107.83,105.76,107.72,103.25,104.75,60.24,1.23,0.24,1.0,-1.0
108.45,108.45,105.78,106.93,103.29,104.8,57.22,1.22,0.18,1.04,-0.0
106.46,107.89,106.07,106.62,103.32,104.83,56.03,1.17,0.1,1.07,-0.0
106.23,106.95,105.7,106.53,103.32,104.88,55.67,1.11,0.04,1.08,-1.0
106.38,107.18,105.01,105.92,103.32,104.91,53.17,1.01,-0.06,1.06,-0.0
106.11,106.55,105.31,105.84,103.33,104.92,52.83,0.91,-0.13,1.03,0.0
105.5,106.28,104.94,105.84,103.34,104.94,52.83,0.82,-0.17,0.99,1.0
105.84,107.05,105.53,106.97,103.42,104.98,57.25,0.83,-0.13,0.96,1.0
107.23,108.66,107.23,108.5,103.51,105.02,62.39,0.95,-0.01,0.95,0.0
108.7,110.0,108.5,108.71,103.61,105.06,63.04,1.05,0.07,0.97,0.0
108.98,109.23,108.08,109.06,103.69,105.12,64.16,1.14,0.14,1.01,0.0
109.51,109.65,108.09,109.16,103.79,105.15,64.5,1.21,0.16,1.05,1.0
108.98,110.6,108.5,109.94,103.93,105.19,67.06,1.31,0.21,1.1,-1.0
109.63,109.97,108.33,109.09,104.11,105.24,61.82,1.31,0.17,1.14,-2.0
109.08,109.99,106.82,106.95,104.21,105.27,51.02,1.12,-0.02,1.14,0.0
106.89,107.7,106.6,107.09,104.34,105.31,51.62,0.98,-0.13,1.11,0.0
107.25,108.67,106.95,107.42,104.47,105.38,53.07,0.87,-0.19,1.06,-0.0
107.27,108.43,106.79,107.35,104.61,105.46,52.71,0.78,-0.22,1.0,0.0
107.29,108.21,106.94,107.69,104.76,105.52,54.33,0.72,-0.22,0.95,1.0
107.7,108.91,106.32,108.61,104.9,105.58,58.48,0.74,-0.16,0.91,1.0
108.72,109.88,108.42,109.44,105.07,105.64,61.85,0.82,-0.07,0.89,-0.0
109.23,109.87,108.09,109.16,105.26,105.72,60.08,0.85,-0.04,0.88,-1.0
109.75,109.75,107.29,107.83,105.4,105.78,52.4,0.75,-0.1,0.85,1.0
107.32,109.09,107.32,108.49,105.53,105.84,55.44,0.72,-0.11,0.83,-1.0
108.46,108.49,106.53,107.67,105.66,105.9,51.08,0.62,-0.16,0.79,-4.0
106.98,106.98,103.7,103.75,105.73,105.94,36.34,0.23,-0.45,0.67,-1.0
104.38,104.38,101.75,102.65,105.78,105.96,33.42,-0.17,-0.68,0.51,0.0
102.12,104.05,101.67,102.98,105.85,105.99,35.11,-0.46,-0.77,0.31,-0.0
102.56,103.97,102.47,102.69,105.88,106.01,34.29,-0.7,-0.81,0.11,0.0
102.99,105.37,102.69,102.79,105.93,106.01,34.85,-0.87,-0.79,-0.09,1.0
103.5,104.12,102.76,104.07,106.03,106.04,41.75,-0.9,-0.65,-0.25,-1.0
102.4,103.79,102.31,102.55,106.07,106.05,36.77,-1.03,-0.62,-0.4,-1.0
102.55,103.4,101.39,101.59,106.05,106.07,34.01,-1.19,-0.63,-0.56,-1.0
101.15,102.44,100.72,100.96,106.0,106.08,32.3,-1.36,-0.64,-0.72,2.0
101.44,103.91,100.75,103.34,106.01,106.1,43.81,-1.29,-0.45,-0.84,-1.0
102.98,103.34,101.24,102.07,105.99,106.12,39.91,-1.31,-0.38,-0.93,2.0
102.7,104.34,102.04,104.13,106.02,106.14,48.0,-1.16,-0.18,-0.98,-0.0
103.55,104.84,103.55,103.94,106.03,106.18,47.37,-1.04,-0.05,-0.99,-0.0
104.12,105.0,103.7,103.83,106.04,106.21,46.98,-0.94,0.04,-0.98,-4.0
103.24,103.61,99.5,99.5,105.94,106.22,34.91,-1.2,-0.17,-1.02,0.0
99.8,100.77,99.37,99.62,105.85,106.23,35.4,-1.38,-0.28,-1.09,-1.0
99.65,99.75,97.8,98.66,105.69,106.22,33.22,-1.58,-0.39,-1.19,2.0
99.02,101.49,98.91,101.09,105.58,106.22,42.82,-1.52,-0.27,-1.26,-1.0
101.55,102.28,100.07,100.3,105.51,106.23,40.77,-1.53,-0.22,-1.31,1.0
100.94,101.88,100.76,101.48,105.39,106.22,45.0,-1.42,-0.09,-1.33,1.0
101.71,103.66,101.37,102.62,105.31,106.23,48.81,-1.22,0.09,-1.31,1.0
102.72,104.27,102.26,103.81,105.23,106.25,52.51,-0.96,0.28,-1.24,-1.0
104.13,104.13,102.31,102.31,105.14,106.24,47.82,-0.87,0.3,-1.17,1.0
102.31,103.64,101.77,103.51,105.1,106.25,51.55,-0.69,0.38,-1.07,-1.0
102.54,103.73,101.5,102.68,105.03,106.24,48.94,-0.61,0.37,-0.98,-1.0
103.51,103.51,100.62,101.99,104.91,106.22,46.83,-0.59,0.31,-0.9,-0.0
101.38,102.74,100.78,101.65,104.81,106.19,45.77,-0.6,0.24,-0.84,-1.0
101.25,102.05,98.73,100.74,104.69,106.15,42.99,-0.67,0.14,-0.81,-0.0
100.81,101.48,98.01,100.26,104.57,106.11,41.56,-0.76,0.04,-0.8,1.0
100.24,101.39,99.74,100.99,104.47,106.08,44.59,-0.76,0.03,-0.79,1.0
100.82,102.34,100.4,101.59,104.38,106.05,47.02,-0.7,0.07,-0.77,2.0
100.83,104.93,100.83,103.88,104.34,106.02,55.11,-0.47,0.24,-0.71,3.0
103.9,107.43,103.42,106.84,104.34,106.01,62.98,-0.04,0.53,-0.58,-2.0
106.89,106.89,104.44,104.75,104.27,105.99,55.57,0.12,0.56,-0.44,-0.0
105.54,105.8,104.5,104.62,104.18,105.96,55.14,0.24,0.54,-0.3,-1.0
104.6,105.49,103.05,103.35,104.07,105.92,50.95,0.23,0.43,-0.19,1.0
102.78,104.5,102.78,103.92,103.96,105.88,52.68,0.27,0.37,-0.1,0.0
104.39,106.38,103.39,104.13,103.85,105.84,53.34,0.31,0.33,-0.02,0.0
103.68,105.75,103.4,104.33,103.75,105.81,53.99,0.35,0.3,0.05,-0.0
104.5,105.15,102.86,103.97,103.69,105.78,52.57,0.35,0.24,0.11,1.0
104.0,105.75,103.73,104.6,103.64,105.75,54.82,0.4,0.23,0.17,3.0
105.49,108.13,105.06,108.1,103.66,105.75,64.82,0.71,0.43,0.28,-1.0
107.9,107.98,106.16,107.39,103.66,105.75,61.83,0.89,0.49,0.4,1.0
106.91,108.6,106.5,108.29,103.67,105.76,64.09,1.1,0.55,0.54,3.0
107.95,112.06,107.6,112.06,103.74,105.79,71.66,1.54,0.8,0.74,1.0
111.74,113.01,110.07,112.88,103.81,105.81,72.99,1.94,0.96,0.98,1.0
112.82,114.41,111.98,114.39,103.91,105.83,75.3,2.35,1.1,1.25,-1.0
113.95,114.8,111.09,112.97,104.02,105.85,69.31,2.53,1.02,1.51,0.0
112.55,113.72,111.02,113.18,104.11,105.87,69.69,2.66,0.92,1.74,3.0
113.38,117.04,113.29,116.67,104.29,105.91,75.24,3.01,1.02,1.99,-1.0
116.73,116.73,114.02,115.25,104.52,105.94,69.65,3.14,0.91,2.22,0.0
114.51,116.05,114.51,115.74,104.78,105.97,70.47,3.24,0.81,2.43,-1.0
115.81,115.81,113.02,114.25,105.01,106.0,64.77,3.16,0.59,2.57,1.0
113.76,115.39,112.55,115.04,105.25,106.02,66.33,3.13,0.45,2.69,1.0
115.35,115.98,114.24,115.77,105.51,106.06,67.74,3.13,0.36,2.77,-1.0
115.03,115.41,113.64,114.26,105.72,106.09,61.94,2.97,0.16,2.81,1.0
114.53,115.69,113.69,115.59,105.98,106.13,64.8,2.92,0.08,2.84,0.0
115.15,116.3,115.07,115.9,106.26,106.16,65.45,2.87,0.03,2.84,3.0
116.03,120.3,115.8,119.59,106.64,106.22,72.08,3.09,0.2,2.89,-3.0
119.18,119.18,116.09,116.44,106.9,106.24,61.27,2.98,0.07,2.91,1.0
117.6,118.18,116.17,117.44,107.21,106.26,63.16,2.94,0.02,2.92,-1.0
117.07,118.19,115.66,116.4,107.45,106.29,59.89,2.79,-0.1,2.89,-2.0
115.81,116.0,112.95,113.82,107.65,106.3,52.62,2.44,-0.36,2.8,2.0
112.88,116.34,112.52,115.72,107.89,106.32,56.78,2.28,-0.41,2.7,2.0
118.01,118.13,115.55,117.83,108.25,106.36,60.89,2.3,-0.31,2.62,-2.0
119.0,119.82,115.84,115.89,108.58,106.4,55.65,2.14,-0.38,2.52,-2.0
116.37,116.37,113.8,114.09,108.89,106.41,51.24,1.84,-0.54,2.39,1.0
113.23,115.22,110.26,115.1,109.17,106.45,53.47,1.67,-0.57,2.24,2.0
115.0,117.27,114.45,117.27,109.51,106.49,57.92,1.69,-0.44,2.13,-5.0
115.31,117.19,110.88,111.69,109.71,106.5,45.8,1.24,-0.71,1.95,0.0
110.09,113.3,106.12,112.03,109.9,106.5,46.53,0.9,-0.84,1.74,-5.0
110.37,112.33,106.02,106.03,109.94,106.47,37.01,0.15,-1.28,1.42,7.0
106.74,114.89,106.51,113.82,110.17,106.49,51.02,0.17,-1.0,1.17,-3.0
117.5,117.5,108.2,110.88,110.32,106.5,46.79,-0.04,-0.97,0.93,-2.0
109.76,111.5,106.2,108.2,110.43,106.5,43.27,-0.42,-1.08,0.66,-1.0
108.25,109.86,106.01,107.53,110.54,106.48,42.41,-0.77,-1.14,0.38,0.0
107.66,109.11,106.58,107.65,110.66,106.47,42.63,-1.02,-1.12,0.1,3.0
108.71,111.65,107.9,110.51,110.86,106.46,47.75,-0.98,-0.86,-0.12,2.0
109.37,112.87,107.01,112.55,111.1,106.49,51.1,-0.77,-0.52,-0.25,-2.0
111.32,115.01,107.55,109.98,111.28,106.5,47.01,-0.81,-0.45,-0.36,-0.0
